W,cos th,t,dsigdcosth (mu barn),dsigdcosth error (mu barn),dsigdt (mu barn/GeV^2),dsigdt error (mu barn/GeV^2),source
2.385,0.82,-0.306613105,0.5697,0.0469,0.415176167,0.034178975,CLAS phi
2.385,0.88,-0.22428179,0.727,0.0607,0.529810555,0.044235902,CLAS phi
2.385,0.92,-0.169394246,0.9876,0.1172,0.719726141,0.085411,CLAS phi
2.385,-0.8,-2.529558625,0.0169,0.0116,0.012316091,0.008453648,CLAS phi
2.385,-0.7,-2.392339765,0.023,0.0055,0.016761544,0.004008195,CLAS phi
2.385,-0.6,-2.255120906,0.0232,0.0048,0.016907297,0.003498061,CLAS phi
2.385,-0.5,-2.117902047,0.0238,0.0047,0.017344555,0.003425185,CLAS phi
2.385,-0.4,-1.980683188,0.0154,0.0033,0.011222947,0.002404917,CLAS phi
2.385,-0.3,-1.843464329,0.0268,0.004,0.019530843,0.002915051,CLAS phi
2.385,-0.2,-1.706245469,0.0264,0.0038,0.019239338,0.002769299,CLAS phi
2.385,-0.1,-1.56902661,0.024,0.0033,0.017490307,0.002404917,CLAS phi
2.385,0,-1.431807751,0.0285,0.0036,0.02076974,0.002623546,CLAS phi
2.385,0.1,-1.294588892,0.0381,0.004,0.027765863,0.002915051,CLAS phi
2.385,0.2,-1.157370032,0.0519,0.0049,0.037822789,0.003570938,CLAS phi
2.385,0.3,-1.020151173,0.0751,0.0059,0.054730086,0.004299701,CLAS phi
2.395,0.37,-0.938656037,0.0918,0.01,0.065678668,0.007154539,CLAS phi
2.395,0.42,-0.868770332,0.113,0.0115,0.080846291,0.00822772,CLAS phi
2.395,0.47,-0.798884628,0.1533,0.0151,0.109679083,0.010803354,CLAS phi
2.395,0.53,-0.715021783,0.1555,0.0157,0.111253082,0.011232626,CLAS phi
2.395,0.57,-0.659113219,0.2013,0.0186,0.144020871,0.013307443,CLAS phi
2.395,0.62,-0.589227515,0.2367,0.0213,0.169347939,0.015239168,CLAS phi
2.395,0.67,-0.51934181,0.3336,0.0283,0.238675422,0.020247345,CLAS phi
2.395,0.72,-0.449456106,0.4117,0.0323,0.294552372,0.023109161,CLAS phi
2.395,0.78,-0.365593261,0.4792,0.0381,0.34284551,0.027258794,CLAS phi
2.395,0.82,-0.309684697,0.5858,0.0449,0.419112896,0.03212388,CLAS phi
2.395,0.88,-0.225821852,0.7629,0.0597,0.545819783,0.042712598,CLAS phi
2.395,0.92,-0.169913288,0.7967,0.175,0.570002125,0.125204433,CLAS phi
2.395,-0.8,-2.57398152,0.0239,0.0171,0.017099348,0.012234262,CLAS phi
2.395,-0.7,-2.434210111,0.012,0.0042,0.008585447,0.003004906,CLAS phi
2.395,-0.6,-2.294438702,0.0188,0.0046,0.013450533,0.003291088,CLAS phi
2.395,-0.5,-2.154667294,0.0177,0.0042,0.012663534,0.003004906,CLAS phi
2.395,-0.4,-2.014895885,0.0159,0.0037,0.011375717,0.002647179,CLAS phi
2.395,-0.3,-1.875124476,0.0206,0.0038,0.01473835,0.002718725,CLAS phi
2.395,-0.2,-1.735353067,0.0256,0.0039,0.01831562,0.00279027,CLAS phi
2.395,-0.1,-1.595581658,0.0295,0.0039,0.02110589,0.00279027,CLAS phi
2.395,0,-1.455810249,0.0316,0.0039,0.022608343,0.00279027,CLAS phi
2.395,0.1,-1.316038841,0.0408,0.0043,0.029190519,0.003076452,CLAS phi
2.395,0.2,-1.176267432,0.0498,0.0049,0.035629604,0.003505724,CLAS phi
2.395,0.3,-1.036496023,0.073,0.006,0.052228135,0.004292723,CLAS phi
2.405,0.37,-0.953296709,0.0956,0.0108,0.067168645,0.00758809,CLAS phi
2.405,0.42,-0.882132552,0.108,0.0118,0.075880896,0.00829069,CLAS phi
2.405,0.47,-0.810968395,0.1316,0.0144,0.092462277,0.010117453,CLAS phi
2.405,0.53,-0.725571406,0.1603,0.0184,0.112626922,0.012927856,CLAS phi
2.405,0.57,-0.66864008,0.2099,0.0212,0.147475926,0.014895139,CLAS phi
2.405,0.62,-0.597475923,0.2809,0.0254,0.197360589,0.017846063,CLAS phi
2.405,0.67,-0.526311766,0.2777,0.0255,0.195112266,0.017916323,CLAS phi
2.405,0.72,-0.455147609,0.4233,0.0343,0.297410956,0.02409921,CLAS phi
2.405,0.78,-0.36975062,0.4894,0.042,0.343852874,0.029509237,CLAS phi
2.405,0.82,-0.312819294,0.5962,0.0496,0.418890649,0.034849004,CLAS phi
2.405,0.88,-0.227422306,0.7641,0.0621,0.536857338,0.043631515,CLAS phi
2.405,0.92,-0.17049098,0.984,0.1148,0.691359273,0.080658582,CLAS phi
2.405,-0.8,-2.618537987,0.0139,0.007,0.009766152,0.004918206,CLAS phi
2.405,-0.7,-2.476209673,0.0164,0.0059,0.011522655,0.004145345,CLAS phi
2.405,-0.6,-2.333881358,0.0194,0.0048,0.013630457,0.003372484,CLAS phi
2.405,-0.5,-2.191553044,0.0214,0.0049,0.015035659,0.003442744,CLAS phi
2.405,-0.4,-2.04922473,0.0152,0.0038,0.010679533,0.002669883,CLAS phi
2.405,-0.3,-1.906896415,0.0172,0.0034,0.012084735,0.002388843,CLAS phi
2.405,-0.2,-1.764568101,0.0183,0.0034,0.012857596,0.002388843,CLAS phi
2.405,-0.1,-1.622239787,0.0243,0.0037,0.017073202,0.002599623,CLAS phi
2.405,0,-1.479911472,0.0215,0.0034,0.015105919,0.002388843,CLAS phi
2.405,0.1,-1.337583158,0.0347,0.0042,0.024380251,0.002950924,CLAS phi
2.405,0.2,-1.195254843,0.0522,0.0055,0.036675766,0.003864305,CLAS phi
2.405,0.3,-1.052926529,0.0794,0.0067,0.05578651,0.004707426,CLAS phi
2.415,0.37,-0.968018995,0.1034,0.0111,0.071364557,0.007660992,CLAS phi
2.415,0.42,-0.89557407,0.1072,0.0111,0.073987239,0.007660992,CLAS phi
2.415,0.47,-0.823129145,0.1331,0.0133,0.091862888,0.009179387,CLAS phi
2.415,0.53,-0.736195235,0.1383,0.0153,0.095451821,0.010559746,CLAS phi
2.415,0.57,-0.678239295,0.1885,0.0194,0.13009883,0.013389482,CLAS phi
2.415,0.62,-0.60579437,0.2426,0.0219,0.16743754,0.01511493,CLAS phi
2.415,0.67,-0.533349445,0.2912,0.0269,0.200980262,0.018565828,CLAS phi
2.415,0.72,-0.46090452,0.352,0.0328,0.242943174,0.022637887,CLAS phi
2.415,0.78,-0.37397061,0.4586,0.0392,0.316516305,0.027055035,CLAS phi
2.415,0.82,-0.31601467,0.5477,0.0486,0.378011296,0.033542722,CLAS phi
2.415,0.88,-0.22908076,0.7944,0.0608,0.548278572,0.041962912,CLAS phi
2.415,0.92,-0.17112482,0.7977,0.0921,0.550556164,0.063565529,CLAS phi
2.415,-0.8,-2.66323024,0.0129,0.0095,0.008903315,0.006556705,CLAS phi
2.415,-0.7,-2.51834039,0.01,0.0036,0.006901795,0.002484646,CLAS phi
2.415,-0.6,-2.37345054,0.0147,0.0039,0.010145638,0.0026917,CLAS phi
2.415,-0.5,-2.22856069,0.0179,0.0043,0.012354213,0.002967772,CLAS phi
2.415,-0.4,-2.08367084,0.0169,0.0038,0.011664033,0.002622682,CLAS phi
2.415,-0.3,-1.93878099,0.02,0.0038,0.013803589,0.002622682,CLAS phi
2.415,-0.2,-1.79389114,0.0135,0.0027,0.009317423,0.001863485,CLAS phi
2.415,-0.1,-1.64900129,0.0231,0.0034,0.015943146,0.00234661,CLAS phi
2.415,0,-1.50411144,0.0344,0.0041,0.023742174,0.002829736,CLAS phi
2.415,0.1,-1.35922159,0.0348,0.004,0.024018246,0.002760718,CLAS phi
2.415,0.2,-1.21433174,0.0603,0.0056,0.041617822,0.003865005,CLAS phi
2.415,0.3,-1.06944189,0.0713,0.0062,0.049209796,0.004279113,CLAS phi
2.425,0.37,-0.982821967,0.0951,0.0099,0.064493696,0.006713855,CLAS phi
2.425,0.42,-0.90909383,0.1244,0.0122,0.084363994,0.008273639,CLAS phi
2.425,0.47,-0.835365694,0.1489,0.014,0.100979089,0.00949434,CLAS phi
2.425,0.53,-0.746891931,0.1832,0.0173,0.124240222,0.011732292,CLAS phi
2.425,0.57,-0.687909422,0.2268,0.0204,0.15380831,0.01383461,CLAS phi
2.425,0.62,-0.614181286,0.2876,0.0236,0.195040873,0.016004745,CLAS phi
2.425,0.67,-0.54045315,0.2961,0.0247,0.200805293,0.016750729,CLAS phi
2.425,0.72,-0.466725014,0.4236,0.0338,0.287271605,0.02292205,CLAS phi
2.425,0.78,-0.37825125,0.4442,0.0393,0.301241848,0.026651969,CLAS phi
2.425,0.82,-0.319268742,0.6156,0.0491,0.417479698,0.033298007,CLAS phi
2.425,0.88,-0.230794978,0.9275,0.0684,0.629000032,0.046386633,CLAS phi
2.425,0.92,-0.171812469,0.9201,0.1687,0.623981595,0.114406798,CLAS phi
2.425,-0.79,-2.693314724,0.0141,0.0058,0.009562157,0.003933369,CLAS phi
2.425,-0.69,-2.545858452,0.0134,0.0047,0.00908744,0.003187386,CLAS phi
2.425,-0.6,-2.413147807,0.0138,0.0037,0.009358707,0.002509218,CLAS phi
2.425,-0.5,-2.265691535,0.0183,0.0041,0.012410459,0.002780485,CLAS phi
2.425,-0.4,-2.118235263,0.0249,0.0047,0.016886362,0.003187386,CLAS phi
2.425,-0.3,-1.97077899,0.0233,0.0038,0.015801295,0.002577035,CLAS phi
2.425,-0.2,-1.823322718,0.0297,0.0041,0.020141564,0.002780485,CLAS phi
2.425,-0.1,-1.675866446,0.0228,0.0033,0.015462211,0.002237952,CLAS phi
2.425,0,-1.528410174,0.0251,0.0034,0.017021995,0.002305768,CLAS phi
2.425,0.1,-1.380953902,0.0338,0.0037,0.02292205,0.002509218,CLAS phi
2.425,0.2,-1.233497629,0.0534,0.0051,0.036214126,0.003458652,CLAS phi
2.425,0.3,-1.086041357,0.0859,0.0065,0.058254558,0.004408086,CLAS phi
2.435,0.37,-0.997704754,0.0978,0.0107,0.065187909,0.007132011,CLAS phi
2.435,0.42,-0.922690844,0.1254,0.0125,0.083584497,0.008331788,CLAS phi
2.435,0.47,-0.847676933,0.1282,0.0132,0.085450818,0.008798368,CLAS phi
2.435,0.53,-0.75766024,0.1721,0.0178,0.114712057,0.011864466,CLAS phi
2.435,0.57,-0.697649111,0.204,0.0207,0.13597478,0.013797441,CLAS phi
2.435,0.62,-0.622635201,0.2348,0.0212,0.156504306,0.014130712,CLAS phi
2.435,0.67,-0.54762129,0.2883,0.0261,0.192164358,0.017396773,CLAS phi
2.435,0.72,-0.472607379,0.3318,0.0312,0.22115898,0.020796143,CLAS phi
2.435,0.78,-0.382590687,0.4944,0.0437,0.329538878,0.029127931,CLAS phi
2.435,0.82,-0.322579558,0.6495,0.053,0.432919704,0.035326781,CLAS phi
2.435,0.88,-0.232562865,0.8417,0.0649,0.561029276,0.043258643,CLAS phi
2.435,0.92,-0.172551737,0.9575,0.1516,0.63821496,0.101047925,CLAS phi
2.435,-0.79,-2.738027483,0.0141,0.0057,0.009398257,0.003799295,CLAS phi
2.435,-0.7,-2.603002443,0.0127,0.004,0.008465097,0.002666172,CLAS phi
2.435,-0.6,-2.452974622,0.0142,0.0038,0.009464911,0.002532864,CLAS phi
2.435,-0.51,-2.317949583,0.0177,0.0044,0.011797812,0.002932789,CLAS phi
2.435,-0.4,-2.152918979,0.0155,0.0037,0.010331417,0.002466209,CLAS phi
2.435,-0.3,-2.002891158,0.0231,0.004,0.015397144,0.002666172,CLAS phi
2.435,-0.2,-1.852863336,0.0184,0.0032,0.012264392,0.002132938,CLAS phi
2.435,-0.1,-1.702835515,0.0207,0.0032,0.013797441,0.002132938,CLAS phi
2.435,0,-1.552807694,0.0317,0.004,0.021129414,0.002666172,CLAS phi
2.435,0.1,-1.402779872,0.0333,0.0039,0.022195883,0.002599518,CLAS phi
2.435,0.2,-1.252752051,0.0568,0.0054,0.037859645,0.003599332,CLAS phi
2.435,0.3,-1.102724229,0.0761,0.0066,0.050723925,0.004399184,CLAS phi
2.445,0.37,-1.012666544,0.1004,0.0107,0.065790886,0.007011579,CLAS phi
2.445,0.42,-0.936364182,0.1254,0.0123,0.082173079,0.008060039,CLAS phi
2.445,0.47,-0.860061821,0.127,0.0136,0.08322154,0.008911913,CLAS phi
2.445,0.53,-0.768498987,0.165,0.0171,0.108122473,0.01120542,CLAS phi
2.445,0.57,-0.707457098,0.2068,0.0202,0.135513499,0.013236812,CLAS phi
2.445,0.62,-0.631154736,0.2459,0.0228,0.161135249,0.01494056,CLAS phi
2.445,0.67,-0.554852375,0.2757,0.0251,0.180662823,0.016447722,CLAS phi
2.445,0.72,-0.478550013,0.3846,0.0341,0.252023655,0.022345311,CLAS phi
2.445,0.78,-0.386987179,0.4812,0.0444,0.315324448,0.029094774,CLAS phi
2.445,0.82,-0.32594529,0.6741,0.0571,0.441729447,0.037416928,CLAS phi
2.445,0.88,-0.234382456,1.0356,0.0729,0.678615956,0.047770474,CLAS phi
2.445,0.92,-0.173340567,1.0338,0.1373,0.677436438,0.089971003,CLAS phi
2.445,-0.8,-2.798141804,0.0181,0.007,0.011860708,0.004587014,CLAS phi
2.445,-0.7,-2.645537081,0.0105,0.0033,0.006880521,0.002162449,CLAS phi
2.445,-0.6,-2.492932358,0.0106,0.0028,0.00694605,0.001834806,CLAS phi
2.445,-0.5,-2.340327634,0.0098,0.0028,0.00642182,0.001834806,CLAS phi
2.445,-0.4,-2.187722911,0.0157,0.0036,0.010288017,0.002359036,CLAS phi
2.445,-0.3,-2.035118188,0.0184,0.0035,0.012057294,0.002293507,CLAS phi
2.445,-0.2,-1.882513465,0.0161,0.003,0.010550132,0.001965863,CLAS phi
2.445,-0.1,-1.729908742,0.0241,0.0036,0.015792434,0.002359036,CLAS phi
2.445,0,-1.577304019,0.0305,0.0037,0.019986275,0.002424565,CLAS phi
2.445,0.1,-1.424699296,0.0376,0.0042,0.024638818,0.002752208,CLAS phi
2.445,0.2,-1.272094573,0.0536,0.0053,0.035123421,0.003473025,CLAS phi
2.445,0.3,-1.11948985,0.0736,0.0063,0.048229176,0.004128313,CLAS phi
2.455,0.37,-1.027706571,0.0912,0.0102,0.058767738,0.006572707,CLAS phi
2.455,0.42,-0.950112977,0.1149,0.0118,0.074039617,0.00760372,CLAS phi
2.455,0.47,-0.872519382,0.1264,0.0132,0.081450022,0.008505857,CLAS phi
2.455,0.53,-0.779407069,0.1537,0.0158,0.099041681,0.010181253,CLAS phi
2.455,0.57,-0.717332193,0.1705,0.0177,0.109867316,0.011405581,CLAS phi
2.455,0.62,-0.639738599,0.2147,0.0202,0.138349049,0.013016538,CLAS phi
2.455,0.67,-0.562145004,0.2534,0.0246,0.163286674,0.015851824,CLAS phi
2.455,0.72,-0.48455141,0.3506,0.0326,0.225920711,0.021006889,CLAS phi
2.455,0.78,-0.391439096,0.4701,0.0411,0.30292449,0.026484145,CLAS phi
2.455,0.82,-0.329364221,0.6692,0.052,0.431221162,0.033507921,CLAS phi
2.455,0.88,-0.236251907,0.8708,0.0607,0.561128793,0.039114053,CLAS phi
2.455,0.92,-0.174177032,1.1477,0.1347,0.73955847,0.086798402,CLAS phi
2.455,-0.8,-2.843396682,0.014,0.0077,0.009021363,0.00496175,CLAS phi
2.455,-0.7,-2.688209493,0.0095,0.0028,0.006121639,0.001804273,CLAS phi
2.455,-0.6,-2.533022304,0.0079,0.0023,0.005090626,0.001482081,CLAS phi
2.455,-0.5,-2.377835115,0.0089,0.0025,0.005735009,0.001610958,CLAS phi
2.455,-0.4,-2.222647926,0.0126,0.0033,0.008119227,0.002126464,CLAS phi
2.455,-0.3,-2.067460737,0.0158,0.0031,0.010181253,0.001997588,CLAS phi
2.455,-0.2,-1.912273548,0.0166,0.0031,0.010696759,0.001997588,CLAS phi
2.455,-0.1,-1.757086359,0.0178,0.003,0.011470019,0.001933149,CLAS phi
2.455,0,-1.60189917,0.0235,0.0033,0.015143003,0.002126464,CLAS phi
2.455,0.1,-1.446711981,0.0356,0.004,0.022940038,0.002577532,CLAS phi
2.455,0.2,-1.291524792,0.0505,0.0051,0.032541346,0.003286354,CLAS phi
2.455,0.3,-1.136337603,0.0748,0.0063,0.048199855,0.004059613,CLAS phi
2.465,0.37,-1.042824118,0.0846,0.0101,0.05362052,0.006401504,CLAS phi
2.465,0.42,-0.963936409,0.1026,0.0113,0.065029142,0.007162079,CLAS phi
2.465,0.47,-0.8850487,0.1249,0.0138,0.079163156,0.00874661,CLAS phi
2.465,0.53,-0.790383449,0.1194,0.0145,0.075677188,0.009190278,CLAS phi
2.465,0.57,-0.727273282,0.1887,0.0197,0.11960038,0.012486102,CLAS phi
2.465,0.62,-0.648385573,0.2207,0.0207,0.139882374,0.013119915,CLAS phi
2.465,0.67,-0.569497864,0.2962,0.0272,0.187735202,0.017239694,CLAS phi
2.465,0.72,-0.490610155,0.3625,0.0326,0.229756957,0.020662281,CLAS phi
2.465,0.78,-0.395944904,0.4772,0.0417,0.302455228,0.026429973,CLAS phi
2.465,0.82,-0.332834736,0.715,0.0554,0.453175791,0.035113201,CLAS phi
2.465,0.88,-0.238169486,0.9658,0.0728,0.612135915,0.046141535,CLAS phi
2.465,0.92,-0.175059318,1.0526,0.1152,0.667150823,0.073015176,CLAS phi
2.465,-0.8,-2.888796511,0.0137,0.006,0.008683228,0.003802874,CLAS phi
2.465,-0.7,-2.731021093,0.01,0.0038,0.006338123,0.002408487,CLAS phi
2.465,-0.6,-2.573245674,0.0123,0.0035,0.007795891,0.002218343,CLAS phi
2.465,-0.5,-2.415470256,0.0131,0.004,0.008302941,0.002535249,CLAS phi
2.465,-0.4,-2.257694838,0.0159,0.004,0.010077616,0.002535249,CLAS phi
2.465,-0.3,-2.09991942,0.0137,0.0032,0.008683228,0.002028199,CLAS phi
2.465,-0.2,-1.942144002,0.019,0.0037,0.012042434,0.002345105,CLAS phi
2.465,-0.1,-1.784368584,0.0238,0.0038,0.015084733,0.002408487,CLAS phi
2.465,0,-1.626593165,0.0248,0.0037,0.015718545,0.002345105,CLAS phi
2.465,0.1,-1.468817747,0.0329,0.0042,0.020852425,0.002662012,CLAS phi
2.465,0.2,-1.311042329,0.057,0.0059,0.036127301,0.003739493,CLAS phi
2.465,0.3,-1.153266911,0.0757,0.0065,0.047979591,0.00411978,CLAS phi
2.475,0.37,-1.058018511,0.0681,0.0086,0.042464408,0.005362612,CLAS phi
2.475,0.42,-0.977833712,0.0969,0.0115,0.060422924,0.007170935,CLAS phi
2.475,0.47,-0.897648913,0.0839,0.0107,0.052316649,0.006672088,CLAS phi
2.475,0.53,-0.801427154,0.1265,0.0147,0.078880287,0.009166326,CLAS phi
2.475,0.57,-0.737279315,0.1759,0.0191,0.109684131,0.011909988,CLAS phi
2.475,0.62,-0.657094516,0.2398,0.0235,0.149529588,0.01465365,CLAS phi
2.475,0.67,-0.576909716,0.2433,0.0242,0.151712047,0.015090142,CLAS phi
2.475,0.72,-0.496724917,0.4186,0.0349,0.261022042,0.02176223,CLAS phi
2.475,0.78,-0.400503159,0.5327,0.0444,0.332170191,0.027686046,CLAS phi
2.475,0.82,-0.336355319,0.6203,0.05,0.38679401,0.031177979,CLAS phi
2.475,0.88,-0.240133561,0.8621,0.066,0.537570718,0.041154933,CLAS phi
2.475,0.92,-0.175985721,1.289,0.1643,0.803768305,0.10245084,CLAS phi
2.475,-0.79,-2.918305849,0.0124,0.0061,0.007732139,0.003803713,CLAS phi
2.475,-0.69,-2.75793625,0.013,0.0044,0.008106275,0.002743662,CLAS phi
2.475,-0.6,-2.613603612,0.012,0.0034,0.007482715,0.002120103,CLAS phi
2.475,-0.5,-2.453234014,0.0063,0.0026,0.003928425,0.001621255,CLAS phi
2.475,-0.4,-2.292864416,0.0113,0.0033,0.007046223,0.002057747,CLAS phi
2.475,-0.3,-2.132494818,0.0128,0.003,0.007981563,0.001870679,CLAS phi
2.475,-0.2,-1.97212522,0.0146,0.0031,0.00910397,0.001933035,CLAS phi
2.475,-0.1,-1.811755622,0.018,0.0032,0.011224073,0.001995391,CLAS phi
2.475,0,-1.651386024,0.0185,0.003,0.011535852,0.001870679,CLAS phi
2.475,0.1,-1.491016426,0.0365,0.0044,0.022759925,0.002743662,CLAS phi
2.475,0.2,-1.330646828,0.0482,0.0054,0.030055572,0.003367222,CLAS phi
2.475,0.3,-1.170277229,0.0654,0.0059,0.040780797,0.003679002,CLAS phi
2.485,0.37,-1.073289114,0.0769,0.0097,0.047186626,0.005952019,CLAS phi
2.485,0.42,-0.991804161,0.1173,0.0119,0.071976479,0.007301962,CLAS phi
2.485,0.47,-0.910319209,0.1205,0.0128,0.073940032,0.007854211,CLAS phi
2.485,0.53,-0.812537265,0.1623,0.0166,0.099588939,0.01018593,CLAS phi
2.485,0.57,-0.747349303,0.1658,0.0173,0.101736575,0.010615457,CLAS phi
2.485,0.62,-0.665864351,0.2038,0.0198,0.125053764,0.012149482,CLAS phi
2.485,0.67,-0.584379398,0.3044,0.0276,0.186782952,0.016935642,CLAS phi
2.485,0.72,-0.502894445,0.3297,0.0325,0.202307291,0.019942332,CLAS phi
2.485,0.78,-0.405112502,0.4822,0.0422,0.29588285,0.025894351,CLAS phi
2.485,0.82,-0.33992454,0.5955,0.0482,0.365404888,0.029576013,CLAS phi
2.485,0.88,-0.242142597,1.0374,0.0744,0.636559246,0.045652601,CLAS phi
2.485,0.92,-0.176954635,1.1312,0.117,0.694115885,0.071792396,CLAS phi
2.485,-0.8,-2.980037005,0.0108,0.0121,0.00662699,0.007424684,CLAS phi
2.485,-0.7,-2.8170671,0.0069,0.0031,0.004233911,0.001902192,CLAS phi
2.485,-0.6,-2.654097195,0.0056,0.0021,0.003436217,0.001288581,CLAS phi
2.485,-0.5,-2.491127289,0.0071,0.0024,0.004356633,0.001472665,CLAS phi
2.485,-0.4,-2.328157384,0.0095,0.0029,0.005829297,0.00177947,CLAS phi
2.485,-0.3,-2.165187479,0.0108,0.0026,0.00662699,0.001595387,CLAS phi
2.485,-0.2,-2.002217574,0.0168,0.0032,0.010308652,0.001963553,CLAS phi
2.485,-0.1,-1.839247668,0.018,0.003,0.011044984,0.001840831,CLAS phi
2.485,0,-1.676277763,0.0193,0.0029,0.011842677,0.00177947,CLAS phi
2.485,0.1,-1.513307858,0.0321,0.0039,0.019696888,0.00239308,CLAS phi
2.485,0.2,-1.350337953,0.0522,0.0052,0.032030454,0.003190773,CLAS phi
2.485,0.3,-1.187368047,0.0652,0.0058,0.040007387,0.003558939,CLAS phi
2.495,0.37,-1.088635329,0.0772,0.0094,0.046624972,0.005677134,CLAS phi
2.495,0.42,-1.005847076,0.1011,0.0111,0.061059387,0.00670385,CLAS phi
2.495,0.47,-0.923058823,0.1018,0.0118,0.061482153,0.007126615,CLAS phi
2.495,0.53,-0.823712919,0.1267,0.0142,0.076520518,0.008576096,CLAS phi
2.495,0.57,-0.757482317,0.1847,0.0183,0.111549642,0.011052293,CLAS phi
2.495,0.62,-0.674694064,0.2192,0.0209,0.132385932,0.012622564,CLAS phi
2.495,0.67,-0.591905811,0.301,0.0287,0.181789076,0.017333377,CLAS phi
2.495,0.72,-0.509117558,0.39,0.0365,0.235540663,0.02204419,CLAS phi
2.495,0.78,-0.409771654,0.5007,0.0454,0.302397974,0.027419349,CLAS phi
2.495,0.82,-0.343541052,0.6758,0.0512,0.408149692,0.030922261,CLAS phi
2.495,0.88,-0.244195148,0.9348,0.0707,0.56457285,0.042699295,CLAS phi
2.495,0.92,-0.177964546,1.0514,0.1291,0.634993469,0.077969999,CLAS phi
2.495,-0.79,-3.0093228,0.009,0.0051,0.005435554,0.003080147,CLAS phi
2.495,-0.7,-2.860303945,0.0052,0.0027,0.003140542,0.001630666,CLAS phi
2.495,-0.59,-2.678169788,0.0095,0.0033,0.005737529,0.001993036,CLAS phi
2.495,-0.5,-2.529150932,0.007,0.0028,0.004227653,0.001691061,CLAS phi
2.495,-0.4,-2.363574426,0.0093,0.0029,0.005616739,0.001751456,CLAS phi
2.495,-0.3,-2.19799792,0.0071,0.0022,0.004288048,0.001328691,CLAS phi
2.495,-0.2,-2.032421414,0.0146,0.003,0.008817676,0.001811851,CLAS phi
2.495,-0.1,-1.866844908,0.0132,0.0025,0.007972146,0.001509876,CLAS phi
2.495,0,-1.701268402,0.0175,0.0029,0.010569132,0.001751456,CLAS phi
2.495,0.1,-1.535691896,0.02,0.003,0.012079008,0.001811851,CLAS phi
2.495,0.2,-1.37011539,0.0419,0.0048,0.025305522,0.002898962,CLAS phi
2.495,0.3,-1.204538883,0.0542,0.0053,0.032734113,0.003200937,CLAS phi
2.505,0.37,-1.104056593,0.0751,0.0089,0.044651999,0.005291648,CLAS phi
2.505,0.42,-1.019961814,0.0834,0.0099,0.049586907,0.005886216,CLAS phi
2.505,0.47,-0.935867035,0.0915,0.0114,0.054402902,0.006778066,CLAS phi
2.505,0.53,-0.834953301,0.1139,0.0134,0.067721208,0.007967201,CLAS phi
2.505,0.57,-0.767677478,0.1833,0.018,0.108984174,0.01070221,CLAS phi
2.505,0.62,-0.683582699,0.2088,0.0201,0.124145638,0.011950801,CLAS phi
2.505,0.67,-0.59948792,0.2522,0.0244,0.149949856,0.01450744,CLAS phi
2.505,0.72,-0.515393141,0.3935,0.0348,0.233962206,0.02069094,CLAS phi
2.505,0.78,-0.414479406,0.5657,0.0485,0.336346684,0.028836511,CLAS phi
2.505,0.82,-0.347203583,0.7195,0.0606,0.427791124,0.036030774,CLAS phi
2.505,0.88,-0.246289849,0.8581,0.0646,0.510198143,0.038409043,CLAS phi
2.505,0.92,-0.179014025,1.1242,0.1246,0.668412483,0.074083077,CLAS phi
2.505,-0.8,-3.071874419,0.0076,0.0045,0.004518711,0.002675553,CLAS phi
2.505,-0.7,-2.903684862,0.0061,0.003,0.00362686,0.001783702,CLAS phi
2.505,-0.59,-2.718676348,0.007,0.0027,0.004161971,0.001605332,CLAS phi
2.505,-0.5,-2.567305746,0.0064,0.0024,0.00380523,0.001426961,CLAS phi
2.505,-0.4,-2.399116188,0.013,0.0033,0.007729374,0.001962072,CLAS phi
2.505,-0.3,-2.23092663,0.0121,0.003,0.007194264,0.001783702,CLAS phi
2.505,-0.2,-2.062737073,0.0189,0.0034,0.011237321,0.002021529,CLAS phi
2.505,-0.1,-1.894547515,0.0186,0.0032,0.011058951,0.001902615,CLAS phi
2.505,0,-1.726357957,0.0229,0.0034,0.01361559,0.002021529,CLAS phi
2.505,0.1,-1.558168399,0.0293,0.0038,0.01742082,0.002259355,CLAS phi
2.505,0.2,-1.389978842,0.0445,0.0047,0.026458242,0.002794466,CLAS phi
2.505,0.3,-1.221789284,0.0516,0.0049,0.030679669,0.002913379,CLAS phi
2.515,0.37,-1.119552374,0.0743,0.0092,0.043498826,0.005386126,CLAS phi
2.515,0.42,-1.03414777,0.0845,0.01,0.049470401,0.005854485,CLAS phi
2.515,0.47,-0.948743165,0.0874,0.0111,0.051168201,0.006498479,CLAS phi
2.515,0.53,-0.84625764,0.1465,0.016,0.08576821,0.009367176,CLAS phi
2.515,0.57,-0.777933957,0.1753,0.0178,0.102629127,0.010420984,CLAS phi
2.515,0.62,-0.692529352,0.2478,0.0232,0.145074146,0.013582406,CLAS phi
2.515,0.67,-0.607124748,0.2649,0.025,0.155085315,0.014636213,CLAS phi
2.515,0.72,-0.521720143,0.3751,0.0378,0.219601743,0.022129954,CLAS phi
2.515,0.78,-0.419234618,0.4832,0.0426,0.282888729,0.024940107,CLAS phi
2.515,0.82,-0.350910935,0.6524,0.0504,0.38194662,0.029506606,CLAS phi
2.515,0.88,-0.24842541,0.9185,0.0699,0.537734474,0.040922852,CLAS phi
2.515,0.92,-0.180101726,1.2515,0.1249,0.732688834,0.073122521,CLAS phi
2.515,-0.8,-3.118020116,0.0052,0.0044,0.003044332,0.002575974,CLAS phi
